456.57987809350027,3197.13134765625,0.68828125
435.5697368040346,3164.1376953125,0.70703125
412.091254352136,3142.845703125,0.696875
402.83828636741623,3124.40869140625,0.70859375
391.25499082752464,3110.979736328125,0.72734375
385.93406215907675,3101.9794921875,0.72109375
377.2043294010196,3092.647705078125,0.7265625
372.41803858935896,3090.33056640625,0.69375
371.1808790827736,3080.4443359375,0.71875
362.48493791349296,3073.971435546875,0.73984375
363.83624511149907,3072.266845703125,0.7265625
363.0525479732402,3066.43359375,0.73671875
362.8261668516814,3065.058349609375,0.73203125
360.5356530400272,3059.5693359375,0.7453125
320.42489560055515,2352.01708984375,0.81015625
310.127130364843,2344.73291015625,0.8265625
303.9828472679582,2343.498046875,0.83359375
297.8429551343094,2337.3701171875,0.82734375
294.9343700084554,2339.88427734375,0.8390625
291.1733094941045,2337.818115234375,0.8328125
288.8786921621365,2339.6845703125,0.8390625
288.2737149925949,2337.892333984375,0.84140625
287.09821629968906,2335.53759765625,0.8328125
285.85914910677025,2339.347900390625,0.84453125
